Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
35026,Cybersecurity - Advisory COE (59 epics),EPIC0035026,,Urodynamics Device - Connect to network INC0860477 - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Configuration item: Computer (unspecified)
Description: Replacement network device Urodynamics device Room: HC4-553D
- used for patient procedures
Received replacement (ordered by clinical engineering)
per Other ticket - notes from Adam Cieplowski of Network Field Services - East team
Clinical Engineering is working to get the replacement. Device was never on CCF network, and would need to be vetted by Cyber Security to fully join network.
"
35063,Cybersecurity - Advisory COE (59 epics),EPIC0035063,,EMI  - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"1. Find out if Vendor uses Single Sing On Federation  Kim to let Daryl and Erin know
a. If not what are their password standards 
2. MetricStream Research Survey to Clare   Kim to work with Mike Behl
a. Kim Relationship manager and fill it out with Clare

We will touch base by email updates to close this request out thanks
"
35097,Cybersecurity - Advisory COE (59 epics),EPIC0035097,,CKID Chronic Kidney Disease in Children Prospective Study - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request: CKID Chronic Kidney Disease in Children Prospective Study
• Description of Request: Introduction of sponsor-provided iPad into study use to transfer study questionnaire data to sponsor
• Timeline: ASAP
• CCF Line of Business/Institute: Pediatric Institute 
• Contacts: 
o CCF Business Owner: Jennie Wahl (Pediatrics)
o CCF Project Manager: Jaclynn Grayson (Research Coordinator)
o CCF Technical Lead: Unknown at this time (per Mike Behl, Assurance)
o Vendor Contact: TBD – ladies mentioned above have more information 
• Any documentation regarding this request See attached Word Doc that provides some technical details:
-Nephron data managemnet system sits behind John Hopkins firewall;
-Uses 128 bit encryption (web server Nephron is located) and uses SSL (uses Windows 200 file system security)
-Nephron has a UNIX daily backup via tape
-Used XML
-My SQL server is the database storage
 
The compliance risk of this study appears low based on the following factors:
 Only 9 enrolled participants at this time
 Full written informed consent
 A data usage agreement has been put in place
 Study was already IRB approved (14-893)
 The study is a long-term study that will continue in perpetuity, but is not likely to exceed 500 records
 A data usage agreement has been executed
 De-identified data (no PHI)

The request is to add use of an NIH-provided i-Pad to be given to and held by the research team at CCF to enter de-identified study questionnaire responses into.  From there, it is proposed that the response data be emailed to the sponsor.  
 My request is that you work with the vendor to 1.) configure secure CCF email on this iPad or propose a more secure and viable option; or: 2.) Work to see if it is possible to use a CCF-managed iPad instead that will be able to run the needed application(s) to facilitate the study; or 3.) See what other options are available; or 4.) Determine the best way to transfer from the iPad study data to a CCF computer and transfer to the sponsor in a secure manner

When Assurance follows up on these, we will reference this as ""CKID""; please reference this when referring to any individual work or demand items—it gets very difficult to keep up with statuses.  

"
35100,Cybersecurity - Imprivata Engineering Support (7 epics),EPIC0035100,,IE - AM - BIBO - Deployment of  BIBO enterprise,80,Identity,Community Effort,Community Epics,Cybersecurity - Imprivata Engineering Support,IE - AM - BIBO - Deployment of  BIBO enterprise
35101,Cybersecurity - Advisory COE (59 epics),EPIC0035101,,Phantom / Office 365 integration - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Phantom / Office 365 integration:
• Description of Request: We need to set up Phantom Dev to access Office 365 for testing. This will also need to be set up in Prod later 
• Timeline: We need this before we go live with office 365. 
• CCF Line of Business/Institute: Cyber Security
• Contacts:
o CCF Business Owner: Mike Gross
o CCF Project Manager:
o CCF Technical Lead: Brad McCrillis
o Vendor Contact: Nick Buhler
• Any documentation regarding this request
"
35110,Cybersecurity - Advisory COE (59 epics),EPIC0035110,,MEGsoftware update - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Project/Request: MEGsoftware update
 
• Is this request going through the ITD PMO Intake Process? NO
o What is the Demand ID number:
 
• Description of Project/Request:   
We have a small suite in M2 of Main Campus that collects Magnetic Brainwave data.
The equipment has been running on a Debain linux platform for many years.
Presently, our vendor is transitioning the software from the Linux platform to Windows 10 platform which runs on CCF IT Win10 Desktop and laptop machines.
• 
 
• Timeline:  July 6, 2021
 
• CCF Line of Business/Institute:  MEG/Neurological Institute
 
• Contacts:
• CCF Business Owner:  George Lawrence
• CCF Project Manager: Dr. Richard Burgess
• CCF Technical Lead:  Karl Horning
• Vendor Contact Name, Phone, email (If applicable):  
• Shawn Walls, 207-356-2429, shawn.walls@megin.fi
• Tao Song , 858-699-7225
"
35120,Cybersecurity - Attack Surface Reduction (5 epics),EPIC0035120,,[2022-OKR] Vulnerability Management: London,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Attack Surface Reduction,Extend the enterprise Tenable program into the new London Hospital location.
35125,Cybersecurity - Advisory COE (59 epics),EPIC0035125,,Sommetrics Supra Study - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request:  Sommetrics Supra Study
• Description of Request: Trice Imaging Software review and approval for download
• Timeline:  As soon as possible within normal Architecture workflow to kick off study in August 
• CCF Line of Business/Institute: Neuro / Sleep Disorders – also Lerner I believe 
• Contacts: 
o CCF Business Owner: Samantha Wells
o CCF Project Manager: Samantha Wells
o CCF Technical Lead: TBD - unknown
o Vendor Contact:  Andre Puleo  andre.puleo@sommetrics.com; there may be others needed from Trice:  TBD
"
35127,Cybersecurity - Advisory COE (59 epics),EPIC0035127,,Cybrary Training Roadmap - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Cybrary - Training Module Course Selection - Next Steps as of 7-7-21

Next Steps – Daryl to present a quick roadmap at the meeting this afternoon – Thanks Daryl

1. Training Plan for Advisory
2. Building Roadmap with learning objectives for this year and next year 
3. Requirements – 1 class per quarter for professional development start for 3rd and 4th quarter
4. Register team in 2nd quarter
5. Set-up in system in 2nd quarter
"
35142,Cybersecurity - Advisory COE (59 epics),EPIC0035142,,Stripo - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Cyber,

The user needs to have software installed:

 

Name of Request: Install the following programs
Stripo (my.stripo.email)
          Description of Request: Software installation

 

Timeline: ASAP
                          

CCF Line of Business/Institute:
Internal Medicine and Geriatrics
Contacts:
CCF Business Owner: Alejandro Duran Crane
CCF Project Manager: Jeffrey Shivak
CCF Technical Lead: Phil Eberwein
Vendor Contact: 
1 415 940 7047
contact@stripo.email"
35171,Cybersecurity - Advisory COE (59 epics),EPIC0035171,,Incident 0900318  Need Secure WiFi Password - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Hi Shannon,
My name is David Hines.  I am the Manager of Network Services for Cleveland Clinic, with responsibilities including the Wireless Network.

We do not allow Personal devices on the network at this time.

In order to have a deice onboarded, it needs to be reviewed by Cyber Security Architecture, as well as my Wireless team.
We need to ensure that the device can safely join the network, and that it meets are standards for doing so.

Someone from Cyber will be in touch with you to discuss the process.
In the mean time, I will close the Incident.  If you still want to move forward, you will need to work through Cyber Security.
This is not an incident, which is defined as something that was working is not.  This better fits a Service request, which is something that you did not have, but want to add.

If you have any questions, feel free to reach out to me directly.

Thank You!

Dave

"
35234,Cybersecurity - Advisory COE (59 epics),EPIC0035234,,KPMP - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,KPMP Study -  using Box.com rather than an SSH tunnel for the recently approved KPMP study (IRB 19-464).  
35235,Cybersecurity - Advisory COE (59 epics),EPIC0035235,,American Medical Association (AMA) Forward Health Group Epic Connection -Research - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"I have a situation that will need your review.  This came in as a study, but per my discussion with Katherine Bulava who submitted the review, she is not sure yet if this will be presented to the IRB for approval as a study or will be more of a quality project that won't need to go through the IRB—that is still being determined on their end.  This will function similarly to SIGNAL, if you know or are familiar with this (I am not). 

The situation will use a Vendor (Forward Health Group) software solution to facilitate this effort via connection to the Epic EMR, not to access patient data per se, but to study Clinician activities in the EMR.  However, there may be access to patient data established (I don't know and Katherine wasn't exactly sure on this either).  I kicked off a TPRM for Forward Health.  Per this conversation, Dr. Boose would be the go-to person to get more specific info on both ""study"" activities and technology.  

Info gathering   
Would you please provide the following information to kick off the Cybersecurity Architecture engagement: 
 
• Name of Request:  American Medical Association (AMA) Forward Health Group Epic Connection
• Description of Request:  See above – direct EMR connection to facilitate study/project
• Timeline:  As soon as feasible
• CCF Line of Business/Institute:  Staff Affairs Office
• Contacts: 
o CCF Business Owner:  Katherine Bulava, but Dr. Eric Boose is most familiar with initiative
o CCF Project Manager:  Same as above, but additional technical inquiries are better directed to Dr. Boose
o CCF Technical Lead:  TBD – Dr. Boose for now and CC Katherine
o Vendor Contact:  Kate DeBaene (katedebaene@forwardhealthgroup.com); also Nancy Nankivil (nancy.nankivil@ama-assn.org)
• Any documentation regarding this request:  See attached 
"
35238,Cybersecurity - Red Team (38 epics),EPIC0035238,,Purchase BAS Solution,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Covers time spent on contracts, negotiations, budget discussions, and so on to support purchasing the BAS solution."
35256,Cybersecurity - Advisory COE (59 epics),EPIC0035256,,IRB 21-089 handheld computer diary - CA-1689 - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"IRB 21-089 handheld computer diary - CA-1689.  

Mike, I see notes below about this research not needing Cyber Advisory approval on this. Let us know if it will go thru your team or ours. 
**We may need a meeting on this. Thanks for your help. 
 
1. Cybersecurity already listed these action items below. 
2. OT Assessment – for lab top and machine to determine the controls in how we connect device to CCF Network  Carol and Debora fill out link is below
a. After you Click the OT Assessment Link below you will get a form to complete, once completed please Email back to:
i. Clay Anderson & Alex Wolf, and  CybersecurityOT@ccf.org, and Cybersecurity Team 
b. Then Erin Smith will help schedule a meeting to work with Clay and Alex to review your OT assessment 
2. TPRA – Third Party Risk Assessment Link below please fill out  Carol and Debora
3. CCF coordinator will sign into portal and make sure patient data is De-Identified data – confirm data is De-Identified  Carol and Debora to provide confirmation
4. Password Policy matches or exceeds the Cleveland Clinic Policy use link below  Carol and Debora 
c. Link to Authentication and Password Management Standard Operating Link
 
Third Party Risk Assessment 
• Link provided above is a request form to begin the assessment
• Assessment to be completed by a CCF sponsor because they require a CCF login…Please advise when completed)
• Please note:  Process takes ~ 10 business days, but can take longer if responses to additional questionnaires are delayed.
• TPRA Process Flow: Initial Submission (Link Above) => processing (Brian Gesing) => Scoping Assessment (Emailed to Relationship Manager) => processing (Brian Gesing) => Vendor Assessment (Emailed to vendor contact) => processing (Brian Gesing)  => Qualified!
OT Assessment (Click on the link to download the form. You may need Vendor assistance to complete)
• Please note:  Approval takes ~ 5 business days
 
Notes
Hand Held – Key in each day dose of medicine and quality of life and symptoms. To collect real-time accurate date
 
"
35283,Cybersecurity - Advisory COE (59 epics),EPIC0035283,,MP - London - M&A Cybersecurity ,114,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Placeholder for London M&A Cybersecurity work
35284,Cybersecurity - Advisory COE (59 epics),EPIC0035284,,IP - Tanium,134,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Intake for Tanium
35297,Cybersecurity - Advisory COE (59 epics),EPIC0035297,,C300- MCAS Deployment,108,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Deploy MCAS as a replacement for CloudSOC.  Need to match 1:1 functionality prior to retirement of CloudSOC contract.
35333,Cybersecurity - Red Team (38 epics),EPIC0035333,,3CLogic Pentest,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Follow the standard pen testing procedure against the 3CLogic system. 
35334,Cybersecurity - Red Team (38 epics),EPIC0035334,,Willow Ambulatory Pentest,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Follow the standard procedure to perform a pen test on the Willow Ambulatory system.
35353,Cybersecurity - Advisory COE (59 epics),EPIC0035353,,IP - NAMAR - DHCP logging Integration,106,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Effort for Ordr to ingest DHCP logging from Infoblox
35365,Cybersecurity - Attack Surface Reduction (5 epics),EPIC0035365,,Automation Server Platform to Enhance Vulnerability Communications and Tracking,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Attack Surface Reduction,"Stand up an Automation Server Platform to Enhance Vulnerability Communications and Tracking.  This platform will support integration with Threat Intelligence Partners,  Remediation Partners  and other tools like Teams that will allow more efficient tracking of vulnerabilities and remediation efforts to reduce risk."
35366,Cybersecurity - Advisory COE (59 epics),EPIC0035366,,Akron - Investigation and Remediation of In Use Outbound Domain Controller ports,106,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Working with the IAM team and using Chronicle reporting and other sources determine if in use outbound ports are required for DC functionality.  All unneeded ports should be blocked by firewall rule, the high level expectation is that all outbound ports will be blocked for domain controllers (per Microsoft Documentation)"
35453,Cybersecurity - Identity Engineering (65 epics),EPIC0035453,,IE - AM - Ping - Upgrade Ping Federate to 10.2.1,94,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,Kerry and Russ will upgrade ping federate to 10.2.1
35460,Cybersecurity - Advisory COE (59 epics),EPIC0035460,,IP - Cloud First,115,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Forward proxy (ZScaler (ZIA, ZPA)), Threat hunting IDS,IPS on-prem (Fidelis), MCAS integrations for policy enforcement"
35465,Cybersecurity - Red Team (38 epics),EPIC0035465,,Transfer ownership of phishing training,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Tom has requested that ownership of the phishing training process be transferred from the SOC team to the Red Team. This epic will contain any and all portions of that process including the transfer, training, and execution of this process. The Red team will work with Mike Gross and team to better understand how this process is carried out and ensure proper access is given to the members responsible on the Red team. "
35508,Cybersecurity - Red Team (38 epics),EPIC0035508,,Wireless Pentest: CCAC,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Conduct our standard wireless pentest checklist at CCAC. Write the report with your findings and deliver to GRC & Infrastructure. 
35630,Cybersecurity - Red Team (38 epics),EPIC0035630,,Purple Team Assessment: Defensive Evasion,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Conduct purple team testing on the Tier 0/1/2 TTPs for the Privilege Escalation tactic in our environment.
35764,Cybersecurity - Red Team (38 epics),EPIC0035764,,Android App Cybersecurity Testing ,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Testing of publicly-available android apps for common cybersecurity vulnerabilities.
35768,Cybersecurity - Advisory COE (59 epics),EPIC0035768,,Cloud Security Standard,111,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Cloud Security Standard for IAAS and PAAS
35772,Cybersecurity - Attack Surface Reduction (5 epics),EPIC0035772,,2021 Thought Leadership ,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Attack Surface Reduction,"Presentations, webinars, and speaking engagements conducted by one or more members of the ASR Team."
35773,Cybersecurity - Advisory COE (59 epics),EPIC0035773,,Institutional License fee - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"•         Name of Project/Request: Cheeky Scientist (we have already uploaded idea to ITD) 
•         Have you submitted this request in ServiceNow? Yes
o    If yes, what is your ServiceNow Idea or Demand Number: IDEA0001577( this shows as completed)
•         Description of Project/Request: expert cytometry class 
•         Is this a Research Study? No
•         If yes, fill out the Research Security Questionnaire ..  In Question 3, choose Research Study 
o    If no, continue to fill out the info gathering form questions below 
•         Does this Request have Medical Devices being used? No
•         Is it network connected? We just need the Internet to use or access this website.
•         Will there be data leaving the Cleveland Clinic? No, these are tutorials
•         Is this a Pre-Acquisition Request (YES or NO): We have not acquired as of now.
•         Timeline: Once approved this program will be available for an entire year.
•         CCF Line of Business/Institute: LRI Institute, Flow Cytometry Core
•         Contacts: 
o    CCF Business Owner: Kewal Asosingh
o    CCF Project Manager: Amy Graham
o    CCF Technical Lead: Eric Schultz
o    Vendor Company Name: Cheeky Scientist
o    Vendor Contact Name, Phone, Email: (Nazar Filonov info@alphanano.tech)
Cheeky Scientist
P.O. Box #1507
Coeur d'Alene, ID 83816
United States
support@cheekyscientist.com

208.518.7902
"
35848,Cybersecurity - Intelligence Automation (12 epics),EPIC0035848,,Strategic OKR,14,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Build and track OKRs are metrics for strategic 
35873,Cybersecurity - Red Team (38 epics),EPIC0035873,,Active Directory Security Assessment,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Performa  security assessment on our Active Directory tool, using common tools used by threat actors for exploitation and lateral movement of organizations."
35884,Cybersecurity - Attack Surface Reduction (5 epics),EPIC0035884,,CoFense Phishing Program,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Attack Surface Reduction,Manage and grow the CoFense phishing program
35942,Cybersecurity - Advisory COE (59 epics),EPIC0035942,,RINGSIDE STUDY ECG Device - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request:  RINGSIDE STUDY Global Instrumentation, LLC M12R 12-lead ECG Holter Device
• Description of Request:  A research study that will use an ECG device that may get networked
• Timeline:  as soon as possible 
• CCF Line of Business/Institute:  Taussig
• Contacts: 
o CCF Business Owner:  Heather Keaney (keaneyh@ccf.org)
o CCF Project Manager:  Heather Keaney
o CCF Technical Lead:  TBD
o Vendor Contact:   Martin, Carol cmartin@ert.com    May also want to add Clinical Research Org Contact:  Roy, Kim <Kim.Roy@iqvia.com>
• Any documentation regarding this request:  See MDS2 and Spec sheet attached for device
"
35986,Cybersecurity - Red Team (38 epics),EPIC0035986,,Ordr Penetration Test,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Test the capability of Ordr to properly alert on malicious traffic against OT devices. The red team will replicate typical attack types against a test OT device to ensure that we are seeing alerts being triggered and that they are being sent to Chronicle via integrations in the production system. 
35987,Cybersecurity - Advisory COE (59 epics),EPIC0035987,,Virtual ED Triage - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"1. Chris will discuss workflow with Cyber Advisory Oct 6   Chris S.
2. Set-up next meeting to see about questions  Erin Smith
3. Chris S to write the story about the power app approach to Ricky Aldridge  Chris S. 
Location based filtering
ER / Triage locations
Since passcode on the device rotates, what other limiting controls are available  Kyle B.
4. Service Desk Support - Work with Cossette, Amy <COSSETA@ccf.org> to see if there a clear line on who to work with for issue  Bob Ganem
Work with ESI 
No expiration on the Pin on the Laptop. 
Create a Knowledge Article
5. Read encryption policy - Passwords are never transmitted in clear text or protected with vulnerable encryption
Encryption Policy
"
36015,Cybersecurity - Intelligence Automation (12 epics),EPIC0036015,,Pace,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Meetings - Training - Tuning - Use Cases 
36016,Cybersecurity - Intelligence Automation (12 epics),EPIC0036016,,Log  Ingestion - New Logs Sources,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,New Logs What are the use cases - rules/alerts/reports - what is actionable 
36018,Cybersecurity - Intelligence Automation (12 epics),EPIC0036018,,Log  Ingestion - Servers ,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Migrate servers from qRadar to Chornicle. 
36021,Cybersecurity - Intelligence Automation (12 epics),EPIC0036021,,Update Meetings with Current Vendors ,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,"Meetings with current vendors discussing issues with the product, updates, 
Anomali meetings
Chronicle/Looker meetings
CrowdStrike meetings
Fusion Meetings
IBM Qradar meetings
Mimecast meetings
"
36022,Cybersecurity - Intelligence Automation (12 epics),EPIC0036022,,Intel Fusion Ops Sync,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,"Meetings are twice a week. Intel overview, updates of current tasks, issues and projects"
36023,Cybersecurity - Intelligence Automation (12 epics),EPIC0036023,,Purple Teaming,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Weekly Purple team meetings where we test different attacks and threats. There are many after-action tasks following these meetings. New rules or reports are commonly created for actions that are not currently blocked or detected. 
36024,Cybersecurity - Intelligence Automation (12 epics),EPIC0036024,,Phantom ,33,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,"Managements, Issues, Playbooks, Changes, App Updates, coding"
36031,Cybersecurity - Advisory COE (59 epics),EPIC0036031,,Evaluation of alternative interface methodology from vendor partner - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request: Evaluation of alternative interface methodology from vendor partner.

Description of Request:  Here is the message from the vendor:  We are doing a little bit of work in vetting some different options on how to establish an HL7 interface without having to use VPN tunnels.  We're basically planning to transmit over https and use a pre-shared token to secure the requests beyond what https does for us.  We are exploring this option to make our interfaces more reliable with the eventual goal of making our interface stack highly available.

We are trying to understand a couple of things about this approach: 

1) We are planning to add an access token to the actual HL7 message that allows for this additional security, would this be challenging to the add to the interface on the CC side?  We are thinking this could go either in a field in the message header or in a custom Z segment but are open to suggestions if something else makes better sense.
2) What does your information security team think about this type of an approach?

At this point we're just trying to get those couple of questions answered without doing any actual work.  Who on the CC side would be the best resources to go to in order to get thoughts about these items?


• Timeline:  Meet with vendor in next 30 days?
                           
• CCF Line of Business/Institute: Pharmacy

• Contacts:
o CCF Business Owner: Jeff Chalmers
o CCF Project Manager: N/A – not a project at this time.
o CCF Technical Lead: Jeff Chalmers
o Vendor Contact: Kaveh Arabfakhry <kaveh.arabfakhry@medkeeper.com>

• Any documentation regarding this request
"
36397,Cybersecurity - Advisory COE (59 epics),EPIC0036397,,Lodi hospital/Sound Physician Telemedicine  - Post-Purchase - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Intake Request 
Please fill out the information below and we will start a kick-off call for next steps. Thank You.  
Info gathering 
Would you please provide the following information to kick off the Cybersecurity Architecture engagement

NO PHI,Not connected to CCF Network, It's on the Public Wifi network but we need to wipe the key off system when system becomes decommissioned

• Name of Project/Request: Lodi hospital/Sound Physician Telemedicine 
• Have you submitted this request in ServiceNow?    no
o If yes, what is your ServiceNow Idea or Demand Number: 
• Description of Project/Request: Sound Physician Telemedicine with Lodi Hospital
• Is this a Research Study?  no
• If yes, fill out the Research Security Questionnaire ..  In Question 3, choose Research Study 
o If no, continue to fill out the info gathering form questions below 
• Does this Request have Medical Devices being used?   Telemedicine device
• Is it network connected?    yes
• Will there be data leaving the Cleveland Clinic? no
• Is this a Pre-Acquisition Request (YES or NO):   no
• Timeline: ASAP    patient care issue
• CCF Line of Business/Institute:   Akron General Lodi Hospital
• Contacts: 
o CCF Business Owner:        Steve Abdenour
o CCF Project Manager:      Butch Sukie
o CCF Technical Lead:          TBD
o Vendor Company Name:   Sound Physicians Telemedicine Inc.
o Vendor Contact Name, Phone, Email:       Sound Physicians Telemedicine Inc., 1498 Pacific Avenue, Suite 400, Tacoma, WA  98402   Sarah Brown sarbrown@soundphysicians.com"
36481,Cybersecurity - Red Team (38 epics),EPIC0036481,,Server Security Assessments,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Conducting various server (Windows and Linux) security assessments for new assets in our enterprise.
36490,Cybersecurity - Red Team (38 epics),EPIC0036490,,Wireless Testing: Data Center,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Conduct wireless testing at the Brecksville data center.
36555,Cybersecurity - Advisory COE (59 epics),EPIC0036555,,RAdmin Software Review - MinorCybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Name of Request: RAdmin packaging
                     
•             Description of Request: This is to approve the RAdmin software for packaging.  Jie Zeng currently needs this to continue to effectively work from home.

•             Timeline:  We would like to have this running on Jie's computer before the end of November.
                           
•             CCF Line of Business/Institute:  sleep lab

•             Contacts: Jie Zeng
o             CCF Business Owner: unknown
o             CCF Project Manager: n/a
o             CCF Technical Lead: Jie Zeng
o             Vendor Contact: n/a

•             Any documentation regarding this request – REQ0307470 would contain any other relevant information.
"
36632,Service Delivery - ServiceNow Development and Administration (1 epics),EPIC0036632,,SailPoint/MyAccess Integration with ServiceNow,NULL,NULL,Community Effort,Community Epics,Service Delivery - ServiceNow Development and Administration,"Phase 1 - 1/3/22:  Connector as already tested in POC
Phase 2 - Q1 2023:  10 forms that need to ""reach back out to SN"" during the provisioning process"
36678,Cybersecurity - Endpoint Protection (3 epics),EPIC0036678,,Community Service Work,129,Technology Protection,Community Effort,Community Epics,Cybersecurity - Endpoint Protection,Community volunteering
36917,Service Management Office (1 epics),EPIC0036917,,SMO - MyAccess IIQ/Sailpoint Integration to Service Catalog,NULL,NULL,Community Effort,Community Epics,Service Management Office,"Work associated with  integrating service catalog to MyAccess. 

The Demand has an epic (not a project):  IE - ILM - IIQ - MyAccess Servicenow integration"
36920,Cybersecurity - Identity Engineering (40 epics),EPIC0036920,,IE - ILM - IIQ - MyAccess Servicenow integration,61,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - ILM - IIQ - MyAccess Servicenow integration
There is a need to integrate the MyAccess (Sailpoint IIQ) system with servicenow to automate account provisioning. We own the IIQ/servicenow modules and have contracted with kpmg to configure them.
Cybersecurity Identity Engineering with work together with the servicenow teams to do the base implementation by the end of the year."
36957,Cybersecurity - Advisory COE (59 epics),EPIC0036957,,PGDx/ctDNA based pan-cancer liquid biopsy  - Minor - Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Name of Project/Request: PGDx/ctDNA based pan-cancer liquid biopsy
•        Description of Project/Request:  Installation and utility of Elio server for bioinformatics analysis
•        Have you submitted this request in ServiceNow? 
o   If yes, what is your ServiceNow Idea or Demand Number: N/A
•        Is this a Pre-Purchase Request (YES or NO):  No
•        What type of Cleveland Clinic data will be processed, shared, stored, and/or transmitted (PHI, PII, Public, De-Identified)? -Deidentified NSG sequencing data
•        Where will data be hosted (Cloud (SaaS), On-Premise, Hybrid)? On-premise/Racks
•        Does this request involve Hardware (I.e. - Medical Devices, Tablets, Wearables, Other Devices)? 
o   If yes, what type(s)? Yes/PGDx elio server
•        Will it require a network connection? 
o   If yes, Ethernet, Secure Wifi, or Public Wifi:Yes/Ethernet
•        Timeline: 
•        CCF Line of Business/Institute: 
The Center for Immunotherapy & Precision Immuno-Oncology (CITI)

•        Contacts: 
o   CCF Business Owner: Shadi Swaidani
o   CCF Project Manager: Shadi Swaidani
o   CCF Technical Lead: Hana Husic
o   Vendor Company Name: PGDx
o   Vendor Contact Name, Phone, Email: Alex Shaw, ashaw@pgdx.com
•        Any documentation regarding this system Attached (2 PDFs)
"
36968,Cybersecurity - Intelligence Automation (12 epics),EPIC0036968,,Deloitte MDR Onboarding,4,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Deloitte MDR Onboarding
36969,Cybersecurity - Intelligence Automation (12 epics),EPIC0036969,,Deloitte Metrics Development,4,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Deloitte Metrics Development
36970,Cybersecurity - Intelligence Automation (12 epics),EPIC0036970,,Deloitte PACE,4,Intelligence,Community Effort,Community Epics,Cybersecurity - Intelligence Automation,Deloitte PACE
37078,Cybersecurity - Endpoint Protection (3 epics),EPIC0037078,,Zscaler Internet Access - Enterprise Rollout,121,Technology Protection,Community Effort,Community Epics,Cybersecurity - Endpoint Protection,Zscaler Internet Access - Enterprise Rollout
